step,molindx,prediction_error,predicted_value,true_value,mae
1732,1500,4.3005,-7.5028,-11.8033,1.2343
1734,1662,4.3797,5.7823,10.1620,1.3426
1735,169,4.5000,4.4487,-0.0513,1.2832
1737,3244,4.6797,7.6530,12.3327,1.3739
1743,2919,4.3397,7.4043,11.7440,1.3138
1745,1045,4.4431,7.3042,2.8611,1.2915
1747,4546,4.3881,3.9785,-0.4095,1.3628
1749,827,4.2442,6.8815,11.1258,1.3459
1751,2127,4.4125,1.2944,5.7069,1.3935
1752,1948,4.3063,6.0418,10.3482,1.2941
1756,78,4.4543,5.8331,1.3788,1.3834
1758,524,4.2368,3.9035,8.1403,1.2882
1759,2049,4.6829,4.9751,9.6580,1.2676
1760,2401,4.3141,4.5032,8.8173,1.2747
1762,930,4.3593,0.8527,-3.5066,1.2737
1776,4057,4.2421,4.9840,0.7419,1.3521
1777,2463,4.4819,3.3423,-1.1396,1.2856
1779,1316,4.3023,6.9737,11.2760,1.3695
1783,1766,4.2666,2.1304,6.3970,1.3125
1784,4256,4.3567,4.4970,8.8537,1.3415
1785,1333,4.8122,-0.3903,-5.2024,1.3225
1789,2338,4.3458,5.1112,0.7654,1.4005
1790,3723,4.3967,2.9165,7.3132,1.2493
1801,4533,5.0579,1.5513,-3.5066,1.3115
1803,1466,4.3076,6.6102,2.3026,1.3066
1821,3830,4.2476,5.2772,1.0296,1.2478
1826,4108,4.4915,-0.0479,4.4436,1.3119
1827,2438,4.2994,5.2157,0.9163,1.2592
1829,1529,5.0434,2.3252,-2.7182,1.2850
1831,2332,4.4086,-0.7327,-5.1413,1.3174
1837,2234,4.3304,4.9181,0.5878,1.2921
1853,1453,4.2646,6.1398,10.4043,1.4115
1854,559,4.2862,1.4037,-2.8824,1.2689
1856,2181,4.7093,4.2473,-0.4620,1.3491
1858,3683,4.3282,5.6091,1.2809,1.3776
1869,4428,4.3131,2.4894,6.8025,1.3701
1873,4483,4.2595,-3.9230,0.3365,1.3078
1881,2889,4.4579,3.2704,-1.1874,1.3260
1882,4598,4.3699,8.1868,12.5567,1.3401
1883,3532,4.3906,3.4744,-0.9163,1.3374
1893,3672,4.3364,4.0299,8.3663,1.3741
1898,3637,4.4060,5.7669,1.3610,1.3242
1899,3468,4.3093,0.5796,-3.7297,1.2786
1901,4410,4.4327,1.9440,6.3767,1.2849
1902,2940,4.2726,1.9303,-2.3424,1.3653
1903,3916,4.2846,2.4235,6.7081,1.3044
1910,3879,4.4185,6.1781,10.5966,1.2603
1912,3642,4.3411,4.6847,0.3436,1.3247
1914,2404,4.3066,0.3693,-3.9373,1.3688
1916,4336,4.2516,0.0180,-4.2336,1.2900
1918,1456,4.3667,6.2299,10.5966,1.2855
1926,2396,4.3135,2.0307,-2.2828,1.3119
1933,1145,4.3326,4.4252,8.7578,1.3542
1947,389,4.3415,-0.4296,3.9119,1.2888
1951,4477,4.6446,2.0988,6.7434,1.3099
1970,2722,4.2391,1.9980,6.2371,1.2880
1977,68,4.3523,9.4224,13.7747,1.2916
1979,3507,4.2450,3.0410,-1.2040,1.2652
1980,2580,4.5067,6.2985,1.7918,1.2930
1985,4412,4.2604,-0.3152,-4.5756,1.2832
1988,4579,4.2594,2.0878,-2.1716,1.3005
1994,2603,4.2737,5.3033,1.0296,1.3079
2009,2656,4.2633,4.8230,0.5596,1.3170
2020,443,4.2798,-7.5301,-11.8100,1.3480
2034,1522,4.6834,3.8782,-0.8052,1.2807
2036,1530,4.9996,4.8965,-0.1031,1.2972
2040,2896,4.2816,4.8638,0.5821,1.3353
2043,264,4.4463,5.8326,1.3863,1.2271
2046,3682,4.2455,1.2082,5.4537,1.3057
2051,2954,4.2984,4.9189,0.6206,1.2358
2066,2216,4.2434,6.0598,1.8164,1.2566
2078,1573,4.2856,5.5005,1.2149,1.2926
2093,3165,4.5174,6.6567,2.1393,1.3318
2114,1786,4.0113,4.9275,0.9162,1.2882
2115,2243,4.0725,4.7656,0.6932,1.2908
2116,4413,3.8436,2.0116,-1.8319,1.3406
2117,40,4.0628,8.6678,4.6050,1.2951
2118,2923,3.9751,7.2560,3.2809,1.2824
2119,1495,4.0784,3.7456,7.8240,1.2502
2121,4595,4.1936,2.8796,7.0733,1.2957
2122,2749,4.2110,3.5921,7.8031,1.2564
2123,1331,3.9962,7.2262,3.2300,1.3024
2124,3280,3.8353,2.0536,5.8889,1.2620
2126,4478,4.0128,-3.1205,-7.1333,1.2208
2127,3997,4.0284,4.3097,8.3381,1.2870
2128,206,3.8160,3.8964,0.0805,1.2139
2129,1207,4.0104,8.8542,12.8646,1.2731
2130,3313,4.0050,7.2971,3.2921,1.3359
2131,2637,4.0131,4.0260,8.0391,1.2835
2132,1146,4.0569,8.3744,4.3175,1.2959
2133,3908,3.9767,7.2725,3.2958,1.3095
2134,4445,3.9950,-3.1351,-7.1301,1.2518
2135,1803,4.0526,6.1285,10.1810,1.3009
2136,1910,4.1972,4.6670,0.4698,1.3644
2137,3758,3.9378,6.2700,2.3321,1.3020
2138,3578,4.0037,4.6918,0.6881,1.2451
2139,487,3.9661,5.1601,1.1940,1.2504
2140,2725,3.9346,4.4548,8.3894,1.3070
2141,3461,3.8744,4.6428,8.5172,1.2797
2143,950,4.0196,0.5856,4.6052,1.2231
2145,1312,3.8930,4.4808,0.5878,1.2931
2146,2166,3.9219,1.7819,5.7038,1.3109
2147,4570,3.9533,-0.6519,-4.6052,1.2844
2149,4185,4.1785,-0.5774,-4.7560,1.2809
2150,231,3.9197,2.8699,-1.0498,1.3160
2151,1578,3.8488,6.2002,2.3514,1.2921
2152,3519,4.4635,0.0238,-4.4397,1.2785
2153,3768,4.0278,7.7167,3.6889,1.2038
2154,4468,3.9189,5.0556,1.1367,1.2505
2155,188,4.1106,6.9968,11.1075,1.2668
2156,3780,4.1055,5.6296,9.7351,1.2978
2157,3983,3.9350,5.9685,9.9035,1.3261
2158,1515,4.0141,5.8387,1.8245,1.2628
2159,153,3.9010,6.8454,2.9444,1.2643
2160,4201,3.9329,5.3915,1.4586,1.2100
2161,554,3.8420,3.6189,-0.2231,1.2600
2164,412,3.9622,8.3040,4.3418,1.3142
2165,3268,3.9847,4.8690,8.8537,1.2886
2166,3385,3.9910,1.9597,5.9506,1.2817
2167,1854,3.8287,-3.6423,-7.4710,1.2697
2168,2854,3.8837,1.6299,-2.2538,1.3389
2169,2624,3.9759,6.4608,2.4849,1.2340
2170,302,3.9923,-3.0760,0.9163,1.3215
2171,1385,3.9193,6.5438,10.4631,1.2598
2172,3296,3.9522,1.2929,-2.6593,1.2673
2173,1712,4.0232,4.0160,8.0392,1.2748
2174,2845,3.9132,6.8036,2.8904,1.3671
2176,4377,3.8325,-0.8187,-4.6513,1.2575
2178,3653,3.9508,6.3756,2.4248,1.3078
2179,3568,3.9463,3.7837,-0.1625,1.2820
2182,872,3.8480,4.2534,0.4053,1.3152
2184,1491,3.9759,1.5494,5.5253,1.2533
2186,2851,3.8452,5.3044,9.1495,1.3062
2187,3872,3.8541,5.3289,1.4748,1.3228
2189,3374,3.8592,2.1154,-1.7437,1.2679
2190,2201,3.9952,6.9909,2.9957,1.2746
2191,2159,4.0239,6.2970,10.3209,1.2808
2192,2512,3.9212,0.9856,-2.9356,1.2044
2195,2346,3.8163,3.8163,0.0000,1.2394
2196,2215,3.8880,5.2743,1.3863,1.2375
2198,4474,4.0933,1.8981,5.9915,1.1614
2199,2096,4.0575,2.4935,6.5511,1.2829
2200,2969,3.9072,0.8495,-3.0576,1.2229
2202,841,3.8205,7.3067,11.1273,1.2804
2207,2306,3.9557,1.6531,-2.3026,1.2546
2210,3665,4.7758,-0.1038,-4.8796,1.2789
2212,1144,3.9058,7.5706,3.6648,1.2204
2213,2614,3.9000,7.8608,3.9608,1.2278
2217,1882,3.9450,5.5343,1.5893,1.2888
2222,3291,4.0299,0.0665,-3.9633,1.2202
2226,2413,3.8131,4.7041,8.5172,1.2777
2231,1256,3.9289,1.9627,-1.9662,1.1961
2232,1262,3.9748,5.5720,9.5468,1.2523
2233,3964,3.8876,5.0189,1.1313,1.2408
2238,3350,3.8575,9.6253,13.4828,1.3017
2240,3658,3.8276,6.7175,2.8900,1.2692
2241,1019,3.8721,3.9924,7.8644,1.3285
2242,3569,3.8694,5.3409,9.2103,1.2857
2245,2932,4.0545,7.3466,3.2921,1.2609
2246,594,3.8670,6.5755,2.7085,1.2015
2248,3433,3.9003,-0.0473,-3.9476,1.2833
2249,3776,3.9603,9.1965,13.1568,1.2880
2250,2020,4.0576,5.2485,1.1909,1.3005
2254,2262,4.4226,5.7502,10.1728,1.2374
2258,3359,3.8536,7.2209,3.3673,1.3162
2261,3311,3.8786,-0.3620,-4.2405,1.2413
2264,4161,4.4774,0.4488,-4.0286,1.2557
2268,3804,4.5564,0.0823,-4.4741,1.2623
2275,4249,4.2276,-0.0411,-4.2687,1.2740
2282,3686,3.8437,1.4547,5.2984,1.2344
2288,2453,4.0149,0.7960,-3.2189,1.2840
2292,4531,3.8923,6.6531,10.5453,1.2964
2295,495,3.8591,-3.1660,0.6931,1.2638
2297,4441,3.9073,2.3701,-1.5372,1.2840
2299,3452,3.9609,4.8599,8.8208,1.2570
2301,1485,3.8503,6.0532,9.9035,1.2305
2308,1117,3.8253,6.0581,9.8834,1.2763
2313,1288,3.8423,8.3638,12.2061,1.2740
2321,1858,3.8136,5.1999,1.3863,1.2718
2325,4559,3.8176,3.7833,7.6009,1.2749
2326,3119,3.8249,-0.6147,-4.4397,1.2046
2327,3416,4.1431,8.0299,12.1730,1.2707
2332,1809,3.9920,5.3783,1.3863,1.1813
2336,1005,3.9197,-2.7810,-6.7007,1.2434
2340,1728,3.9728,5.7479,1.7751,1.2949
2346,3942,3.8856,0.8057,4.6913,1.2321
2348,1470,3.9316,4.7120,8.6436,1.2469
2349,1532,3.8749,1.3346,5.2095,1.2753
2353,4182,3.8193,-0.0440,-3.8632,1.2755
2356,3114,3.8570,7.6636,3.8067,1.2560
2357,3975,3.8885,4.6085,8.4970,1.2241
2359,1377,4.5454,4.8819,0.3365,1.2339
2376,691,3.8928,8.1377,12.0305,1.2504
2384,3812,3.8849,0.4429,-3.4420,1.2477
2385,3792,3.9230,3.4121,-0.5108,1.2169
2387,3269,3.8616,2.7717,6.6333,1.2334
2388,880,4.3566,2.0539,-2.3027,1.2110
2394,658,3.9467,8.0790,12.0258,1.1811
2401,583,3.8294,8.3767,12.2061,1.2261
2407,1596,3.8685,5.1326,1.2641,1.2388
2412,3234,3.9078,2.7038,-1.2041,1.2134
2418,3868,3.8415,6.3592,2.5177,1.2467
2439,1418,3.5725,5.3231,8.8956,1.2310
2440,1836,3.7764,7.1164,3.3399,1.2419
2441,3331,3.5167,1.2141,-2.3026,1.1749
2442,4431,3.6592,6.2443,9.9035,1.2524
2443,4352,3.4412,1.3210,-2.1203,1.2415
2444,2138,3.8713,3.0948,-0.7765,1.2226
2445,4284,3.5963,-3.2598,0.3365,1.1956
2446,2450,3.4892,0.8441,-2.6451,1.2089
2447,720,3.9097,7.0153,10.9250,1.1912
2448,1015,3.6334,5.8001,9.4335,1.1938
2449,3352,3.7173,3.5633,-0.1540,1.2807
2450,1593,3.7201,6.0225,2.3025,1.2474
2451,2269,3.6966,4.8118,1.1151,1.2561
2452,2421,3.6370,5.5241,1.8871,1.2638
2453,2178,3.9225,6.8929,2.9704,1.2377
2454,1620,3.6968,4.1023,0.4055,1.3317
2455,3161,3.7056,4.2495,7.9551,1.1691
2456,3891,3.5965,3.8035,0.2070,1.2674
2457,406,3.5970,4.6970,8.2941,1.2054
2458,2711,3.6251,7.9049,11.5300,1.2122
2459,971,3.7800,4.6128,0.8328,1.2455
2460,3197,3.5088,3.3990,6.9078,1.1862
2461,3754,3.4665,6.5575,3.0910,1.2210
2462,2647,3.6328,7.3462,3.7135,1.2437
2463,4217,3.4833,4.9060,8.3893,1.1502
2464,3383,3.6712,5.3160,8.9872,1.2568
2465,3775,3.9028,5.0014,1.0986,1.1474
2466,3288,3.6674,6.6118,2.9444,1.1569
2467,3647,3.5236,7.9893,11.5129,1.2461
2468,1427,4.3476,5.9219,10.2696,1.3109
2469,4154,3.4538,3.9240,7.3778,1.1834
2470,1114,3.5573,8.7440,12.3014,1.2479
2471,307,3.8698,7.9796,11.8494,1.2305
2472,2389,3.6153,6.0897,9.7050,1.1979
2473,3102,3.5475,7.1583,3.6109,1.2378
2474,468,3.7794,7.2310,11.0104,1.2717
2475,3984,3.5195,6.2896,9.8092,1.1742
2476,448,3.8428,5.1443,8.9871,1.2199
2477,3230,3.5544,5.7148,9.2691,1.2039
2478,27,3.6050,5.8286,2.2235,1.2083
2479,580,3.4856,7.4272,3.9416,1.1938
2480,118,3.5121,9.9467,13.4588,1.1959
2482,2905,3.4351,6.8727,3.4376,1.1748
2483,4625,3.5450,6.0300,2.4849,1.2594
2486,2194,3.6627,2.1302,-1.5325,1.2235
2487,1707,3.5585,4.0424,7.6010,1.3356
2488,1156,3.5785,6.4118,2.8333,1.2109
2489,1365,3.4444,-7.4373,-10.8817,1.1784
2490,262,3.5854,4.8331,8.4185,1.1985
2491,4092,3.7000,4.1187,0.4187,1.2118
2492,955,3.4842,5.0250,8.5092,1.2342
2493,2952,3.4694,5.7343,2.2649,1.2395
2494,883,3.6152,9.1505,12.7657,1.1591
2495,326,3.6529,5.5574,9.2103,1.2789
2496,2906,3.5398,4.7543,8.2941,1.1984
2497,2109,3.4636,8.3312,4.8675,1.2141
2498,1141,4.0126,0.5925,4.6052,1.1647
2499,1785,3.4461,6.9364,3.4904,1.1510
2502,1643,3.5431,4.5564,8.0996,1.2016
2504,3329,3.4869,4.5094,7.9963,1.2333
2505,2186,3.6542,1.5000,-2.1542,1.2230
2506,1864,3.7564,6.3365,2.5801,1.1638
2507,1783,3.4750,7.2260,10.7010,1.2262
2509,1668,3.5854,5.5581,1.9727,1.1824
2511,1374,3.4989,5.6843,2.1854,1.2518
2513,3882,3.4478,5.2056,1.7579,1.2335
2515,357,3.6274,7.9532,11.5806,1.1795
2516,1473,3.5142,2.8602,-0.6539,1.2125
2517,299,3.4835,8.6713,12.1548,1.2480
2518,4012,3.6372,4.8800,8.5172,1.1869
2519,3170,3.6489,-0.3684,-4.0174,1.1764
2520,1947,3.6976,5.2383,8.9359,1.1638
2521,1306,3.5699,8.6362,12.2061,1.2214
2522,3163,4.5492,-1.1646,-5.7138,1.1387
2523,3782,3.4955,1.9426,5.4381,1.1600
2526,3552,3.5461,5.3832,8.9293,1.1626
2528,3548,3.4964,10.2026,13.6990,1.2162
2529,3932,3.5698,1.4411,-2.1286,1.1935
2531,3991,3.4658,4.5972,1.1314,1.2329
2533,4448,3.4573,8.9227,12.3800,1.2008
2534,2264,3.7100,3.2930,7.0031,1.2047
2536,2576,3.7551,2.3151,-1.4400,1.2580
2538,3069,3.5072,-5.5214,-9.0285,1.1809
2539,3303,3.6626,7.3722,11.0349,1.2558
2540,2422,3.7137,2.2698,-1.4439,1.1499
2541,3901,3.5776,4.5137,0.9361,1.2164
2542,3124,3.4435,2.2056,-1.2379,1.1839
2543,3469,3.6587,8.5262,4.8675,1.1864
2544,4188,3.4688,4.6226,1.1537,1.2154
2548,3144,3.4720,6.1111,2.6391,1.1998
2549,4373,3.7104,1.4272,-2.2832,1.2273
2550,4290,3.5386,2.7489,-0.7897,1.1510
2552,2517,3.4971,9.1739,5.6768,1.1825
2556,3731,3.4625,1.2910,-2.1716,1.2178
2559,3685,3.5141,8.3816,4.8675,1.2014
2560,1973,3.5342,4.3632,7.8974,1.1903
2561,2843,3.4785,5.6194,2.1408,1.1815
2562,2476,3.5270,0.7464,-2.7806,1.2669
2563,536,3.7009,6.6133,2.9124,1.1476
2566,3524,4.2404,-1.4734,-5.7138,1.2651
2567,1342,3.4566,6.6701,10.1266,1.1147
2568,2718,3.5457,1.8307,-1.7149,1.1839
2569,1745,3.6452,4.7766,1.1314,1.1805
2570,3127,3.9486,-1.1186,-5.0672,1.1708
2571,4114,3.4373,8.7784,12.2157,1.1827
2572,3897,3.4725,5.1119,8.5844,1.1720
2573,4600,3.7781,7.7349,11.5129,1.1315
2574,2112,3.4687,-0.5486,-4.0174,1.2057
2575,3497,3.5659,7.6603,4.0943,1.2143
2577,1829,3.5198,6.6979,3.1780,1.2196
2580,535,3.4875,5.3121,1.8245,1.2199
2581,2609,3.5072,5.2319,1.7247,1.1655
2583,2448,3.5117,3.5118,0.0001,1.1501
2586,2386,3.4619,5.3520,8.8139,1.1460
2589,1628,3.6216,4.2635,0.6419,1.2695
2591,3996,3.5785,4.9317,1.3533,1.1763
2594,269,3.5043,6.3992,9.9035,1.1722
2596,1013,3.4646,6.5341,9.9987,1.2006
2599,281,3.4442,4.7555,8.1997,1.1260
2602,2189,3.4780,6.5652,10.0433,1.1326
2603,2233,3.6544,6.8661,3.2117,1.1235
2604,1953,3.4687,4.4242,0.9555,1.2548
2605,4231,3.4318,6.6949,10.1266,1.1749
2607,6,3.5975,5.7951,9.3926,1.2099
2609,4138,3.4964,6.2683,2.7719,1.1462
2610,1116,3.6506,8.7786,12.4292,1.1952
2612,1760,3.4372,7.6434,11.0806,1.1532
2613,2915,3.7175,2.5623,-1.1552,1.2114
2614,4446,3.5789,4.9383,8.5172,1.1938
2617,4078,3.4649,4.8511,1.3863,1.1530
2620,591,3.6291,2.5855,6.2146,1.1867
2625,4527,3.7658,2.4340,-1.3318,1.1327
2626,968,3.5310,4.3195,0.7885,1.1942
2627,125,3.5589,5.7561,2.1972,1.2528
2630,4501,3.7368,2.2671,-1.4697,1.1490
2632,4281,3.6090,2.2570,5.8660,1.1339
2633,4335,3.4494,4.5487,1.0993,1.2300
2635,1939,3.4504,6.9130,3.4626,1.1857
2636,3752,3.5662,5.5851,2.0189,1.2319
2638,4228,3.4415,0.1393,3.5807,1.1562
2639,4480,3.5149,-2.3281,-5.8430,1.1888
2640,1487,3.6014,5.4238,9.0252,1.1913
2649,3890,3.5171,4.2919,0.7748,1.2047
2655,3644,3.5572,5.5031,1.9459,1.1999
2656,3082,3.5005,1.0587,-2.4419,1.1210
2657,3162,3.4427,4.3905,0.9478,1.2063
2661,3896,3.4838,0.3603,-3.1236,1.2543
2662,4436,3.5017,-2.1533,-5.6550,1.1554
2664,1284,3.6588,6.4383,2.7794,1.1627
2667,77,3.4515,5.4021,8.8536,1.1362
2671,421,3.4381,9.6843,13.1224,1.1814
2672,280,3.6597,5.0461,1.3863,1.2424
2674,3640,3.7566,1.9425,-1.8140,1.1774
2677,2318,3.4500,5.7526,2.3026,1.1918
2684,2625,3.6564,2.6861,-0.9703,1.1976
2685,253,3.5908,2.6878,6.2786,1.2389
2686,2,3.5588,6.3702,9.9290,1.2084
2689,418,3.8163,4.3468,0.5305,1.1736
2690,3371,3.4638,5.7465,9.2104,1.2128
2694,2190,3.6151,9.6066,5.9915,1.1461
2700,1877,3.4443,1.4040,-2.0403,1.1307
2711,80,3.5359,9.3076,12.8435,1.2040
2719,39,3.5497,5.8997,9.4494,1.1253
2724,2824,3.7781,-5.2499,-9.0281,1.1574
2726,3426,3.5149,5.5942,2.0793,1.1313
2728,2218,3.4335,1.0353,-2.3981,1.1488
2736,4203,3.5029,5.3190,1.8161,1.1728
2747,1972,3.4871,7.3372,3.8502,1.1324
2753,3210,3.4601,4.3764,0.9163,1.2542
2758,1677,3.5431,5.4761,1.9330,1.1659
2760,3881,3.5032,3.4958,-0.0073,1.1443
2763,4302,3.5321,0.1117,-3.4204,1.1692
2769,2729,4.1322,-0.5884,-4.7206,1.1667
2770,764,3.5319,3.6272,0.0953,1.1814
2774,1431,3.8434,5.8006,1.9573,1.1773
2782,3104,3.4431,5.7447,2.3017,1.1570
2786,964,3.7637,6.7186,2.9549,1.1522
2789,2660,3.7368,-1.1968,-4.9337,1.1939
2792,1219,3.4744,6.0285,2.5541,1.1359
2795,3137,3.6962,6.6919,2.9957,1.1495
2812,1674,3.4541,9.4202,5.9661,1.1804
2813,3958,3.4921,7.5865,4.0943,1.1779
2817,1671,3.5599,6.7380,3.1781,1.2448
2818,3212,3.6725,-0.2396,-3.9121,1.1545
2819,4318,3.4421,2.8623,-0.5798,1.1939
2828,3298,3.4622,5.2749,8.7372,1.2423
2831,3080,3.7640,-1.1697,-4.9337,1.1214
2836,3719,3.5316,5.4936,9.0252,1.2019
2840,4490,3.4590,0.5766,-2.8824,1.1617
2857,4357,3.5244,-2.1306,-5.6550,1.1779
2858,4178,3.4456,3.3403,-0.1053,1.2004
2863,1738,3.5170,-1.7005,1.8164,1.1815
2874,4314,3.9582,-0.4041,-4.3623,1.1527
2878,3853,3.4676,7.0511,3.5835,1.1883
2879,4309,3.5879,-0.7743,-4.3623,1.1556
2882,4198,3.5748,-1.0868,-4.6616,1.1745
2887,1812,3.6817,2.6875,-0.9942,1.0986
2901,3730,3.4497,4.2381,0.7885,1.1825
2908,3980,3.7022,-0.2905,-3.9927,1.2220
2910,58,3.4918,5.0912,8.5830,1.1782
2912,3596,3.4533,2.2493,-1.2040,1.2025
2915,4163,3.5341,8.2179,11.7519,1.1680
2917,4354,3.5157,4.8507,1.3350,1.1500
2922,201,3.6632,5.8605,2.1972,1.1580
2929,2999,3.4477,6.1886,2.7408,1.1911
2941,3418,3.6228,5.8847,2.2619,1.1948
2951,1400,3.4637,1.7820,5.2457,1.1565
2956,2648,3.5118,-2.0766,1.4351,1.1312
2959,3440,3.4390,-1.1669,2.2721,1.2103
2962,1831,3.4552,2.3645,-1.0906,1.1992
2963,4449,3.4879,3.4199,6.9078,1.1432
2984,4465,3.1321,2.5233,-0.6088,1.1104
2985,4553,3.3051,2.1965,-1.1087,1.1890
2986,242,3.1890,5.6313,2.4423,1.1903
2987,4054,3.2802,0.2825,-2.9977,1.1845
2988,3912,3.2670,4.4561,7.7231,1.1314
2989,1762,3.3163,6.3120,2.9958,1.1756
2990,2285,3.3704,5.7692,2.3988,1.2209
2991,1776,3.2017,0.5699,-2.6318,1.1684
2992,1906,3.3043,5.8769,2.5726,1.1411
2993,4169,3.1097,7.2448,4.1352,1.1371
2994,2172,3.3367,3.0434,6.3802,1.1724
2995,2018,3.2307,2.7485,5.9792,1.1468
2996,494,3.3044,1.5307,-1.7737,1.1749
2997,1462,3.4096,5.2008,1.7912,1.1635
2998,937,3.3809,5.6934,2.3125,1.1167
2999,4549,3.3106,2.7308,-0.5798,1.1386
3000,3135,3.3034,7.3811,4.0777,1.2000
3001,1941,3.5197,2.3485,-1.1712,1.1131
3002,1640,3.2966,-5.0594,-8.3559,1.2104
3003,1507,3.2104,-1.1558,-4.3662,1.1781
3004,1379,3.1865,5.9185,9.1050,1.1255
3005,3384,3.8301,-3.9208,-7.7509,1.1993
3006,1633,3.4163,6.6744,3.2581,1.1114
3007,939,3.3627,6.9007,3.5381,1.1015
3008,1894,3.1268,4.5160,1.3892,1.0914
3009,3149,3.3470,2.2682,-1.0788,1.1970
3010,1363,3.4832,6.6613,3.1780,1.1571
3011,965,3.4799,-7.9197,-11.3996,1.1411
3012,1880,3.5465,3.5465,0.0000,1.1575
3014,4038,3.5543,2.4116,-1.1427,1.1541
3016,2302,3.2623,6.8893,3.6270,1.1549
3018,1942,3.1417,7.0929,3.9512,1.1297
3019,1995,3.2381,1.6285,-1.6096,1.1501
3020,1018,3.1459,5.4494,2.3035,1.1059
3021,2676,3.2659,6.6375,9.9034,1.1814
3022,1403,3.1741,1.7045,-1.4697,1.1224
3023,2677,3.3446,5.6471,2.3026,1.1647
3024,4155,3.1310,-0.5579,-3.6889,1.0966
3025,2723,3.3041,8.9740,5.6699,1.1258
3026,2030,3.3076,4.6213,1.3137,1.1374
3027,1397,3.2847,5.9587,2.6740,1.1434
3029,3437,3.2441,5.1901,1.9460,1.1651
3030,4337,3.1613,4.0107,0.8493,1.1577
3031,3324,3.3002,4.8717,8.1719,1.1601
3032,1221,3.2988,9.1697,12.4684,1.2089
3033,3819,3.1628,6.3327,9.4955,1.1265
3034,3547,3.2464,-1.3789,-4.6254,1.0915
3035,3728,3.3243,2.2216,-1.1027,1.1360
3036,3617,3.3598,5.8447,2.4849,1.1506
3037,547,3.2295,8.6403,11.8698,1.1264
3038,2946,3.3801,5.3117,1.9315,1.1097
3039,167,3.3564,6.5752,3.2188,1.1656
3040,2053,3.1640,3.2593,0.0953,1.1484
3041,762,3.2873,7.2279,3.9407,1.1514
3042,4552,3.4802,-0.4023,-3.8825,1.1275
3043,4111,3.3711,-0.5870,-3.9581,1.1686
3044,3525,3.7793,-4.7379,-8.5172,1.1832
3045,2735,3.3858,1.4196,-1.9661,1.1765
3046,2551,3.2986,5.8813,9.1799,1.1524
3047,3585,3.1532,9.0921,12.2453,1.1013
3050,113,3.1432,4.9181,1.7750,1.1756
3051,4584,3.3570,3.2881,6.6451,1.1550
3052,714,3.3704,9.4509,12.8213,1.1047
3053,301,3.2753,8.2169,4.9416,1.1320
3054,3535,3.1306,-4.9693,-1.8388,1.1602
3055,3814,3.2454,3.8693,7.1148,1.1554
3056,2500,3.1824,2.6376,-0.5448,1.1511
3057,833,3.2469,6.0587,9.3056,1.1062
3058,2153,3.4358,1.0146,-2.4212,1.1272
3059,777,4.2617,3.0577,-1.2040,1.1708
3061,3680,3.1722,6.5734,3.4012,1.1443
3064,794,3.0923,8.5250,11.6173,1.1648
3065,2951,3.1509,2.3070,-0.8439,1.1216
3066,4297,3.5805,2.0663,-1.5141,1.1832
3068,738,3.3461,9.3906,12.7367,1.1776
3070,2913,3.5109,8.1153,11.6263,1.0846
3071,381,3.2758,6.1661,2.8903,1.1883
3072,3476,3.1090,1.9661,5.0751,1.1386
3073,2154,3.3945,7.6603,11.0549,1.1393
3074,3241,3.2144,4.8840,1.6696,1.1364
3075,1704,3.1027,4.5377,1.4350,1.0431
3076,2393,3.1224,5.5771,8.6995,1.1236
3077,1323,3.1285,6.1292,3.0007,1.0927
3078,4301,3.1596,2.3065,-0.8531,1.1035
3079,1736,3.4926,6.8804,3.3878,1.1031
3080,4224,3.1110,0.8677,-2.2434,1.1619
3081,958,3.2322,6.3233,3.0910,1.1586
3082,3708,3.3288,8.8772,12.2061,1.1531
3083,4238,3.3622,4.8506,1.4884,1.0994
3084,3883,3.0921,2.7530,5.8451,1.1006
3085,4127,3.2891,5.1136,1.8245,1.1950
3089,3747,3.3872,5.3331,1.9459,1.1240
3090,3846,3.1378,5.0880,1.9502,1.1552
3092,2499,3.2604,5.6118,2.3514,1.1398
3096,673,3.0907,6.7601,3.6694,1.1546
3097,3166,3.2510,9.3603,6.1093,1.1518
3098,1437,3.2596,7.0560,10.3156,1.1382
3101,2101,3.2059,5.6037,2.3978,1.1020
3102,2369,3.1675,2.6732,-0.4943,1.1255
3103,1563,3.1765,9.8515,13.0281,1.1329
3104,2963,3.4939,8.8563,12.3502,1.1455
3107,741,3.1671,6.3056,9.4727,1.1241
3108,3005,3.0996,8.9244,12.0239,1.1151
3109,193,3.1612,-3.9821,-0.8210,1.0965
3110,2119,3.1394,1.4252,4.5647,1.1478
3111,4491,3.3036,2.3873,-0.9163,1.1030
3112,4624,3.1527,6.5538,3.4011,1.1614
3113,2612,3.0924,7.8460,4.7536,1.1051
3114,2173,3.1937,5.1397,1.9460,1.0915
3115,3576,3.1972,4.5763,1.3791,1.0548
3118,3065,3.1243,6.3432,3.2189,1.1232
3120,2822,3.2071,5.1386,1.9315,1.1590
3124,850,3.2922,0.0220,-3.2702,1.0890
3128,3778,3.3982,5.9477,2.5495,1.0336
3129,3108,4.0301,-4.0179,-8.0480,1.0814
3132,4321,3.2557,6.9445,3.6889,1.1191
3133,845,3.6902,-3.6901,0.0001,1.1020
3134,1733,3.1444,5.0902,1.9458,1.1081
3136,3821,3.1432,6.2559,3.1128,1.1313
