step,molindx,prediction_error,predicted_value,true_value,mae
1800,4256,4.1975,4.6563,8.8537,1.3340
1801,3231,3.8840,7.5476,3.6636,1.3187
1802,3359,3.9397,7.3070,3.3673,1.3543
1803,4477,3.8245,2.9188,6.7434,1.3769
1804,4254,3.9815,-2.3956,-6.3771,1.2805
1805,4566,4.1189,3.3880,-0.7309,1.2980
1806,2535,3.8577,6.2689,10.1266,1.2780
1807,2796,4.0118,5.7095,9.7213,1.2916
1808,4125,4.0178,4.1226,8.1403,1.3274
1810,3754,3.8853,6.9764,3.0910,1.2475
1812,2196,3.9688,-0.4540,-4.4228,1.3173
1813,3114,3.8589,7.6655,3.8067,1.3144
1814,2876,3.9901,6.5191,10.5093,1.3170
1815,3819,3.9620,5.5335,9.4955,1.2847
1817,3581,4.1443,5.3512,9.4955,1.2795
1821,4114,3.8196,8.3961,12.2157,1.3051
1822,2194,3.9779,2.4454,-1.5325,1.2689
1823,186,3.8833,7.0498,10.9331,1.2540
1824,1453,4.0009,6.4034,10.4043,1.4062
1825,1722,3.9954,5.2149,9.2103,1.2635
1826,4565,3.9046,4.1670,0.2624,1.2691
1827,3258,3.8727,3.3451,-0.5276,1.3067
1828,1379,3.8658,5.2392,9.1050,1.2732
1829,1098,4.0064,8.0668,4.0604,1.3148
1831,2120,4.1365,6.3600,2.2235,1.3478
1832,3731,4.2387,2.0672,-2.1716,1.2150
1833,4105,3.9270,1.7775,5.7044,1.2749
1834,421,3.9015,9.2208,13.1224,1.2719
1835,4021,4.0478,3.8345,7.8823,1.3618
1836,3092,3.8274,5.1345,8.9619,1.2154
1837,4395,4.0896,1.3869,5.4765,1.2676
1838,3132,3.8193,5.4493,9.2686,1.3494
1840,3479,3.8786,5.9415,9.8201,1.3480
1842,1555,3.8137,4.4803,8.2941,1.2834
1843,326,3.9095,5.3007,9.2103,1.2985
1844,2609,3.8893,-2.1646,1.7247,1.3590
1846,3249,3.9383,-2.2763,-6.2146,1.3171
1848,4346,3.8474,1.8988,5.7462,1.3026
1849,1333,3.9702,-1.2322,-5.2024,1.2718
1850,2729,4.0413,-0.6793,-4.7206,1.2721
1851,944,3.8296,4.5628,8.3924,1.3098
1852,1215,3.9488,0.4422,-3.5066,1.2925
1853,2017,3.8502,6.0672,2.2170,1.2496
1854,3128,3.9678,-3.5623,0.4055,1.3760
1855,4576,4.1109,0.8819,-3.2291,1.2086
1856,738,3.9045,8.8322,12.7367,1.2543
1857,1195,3.8179,1.3168,-2.5011,1.2507
1858,3446,3.8984,0.0136,3.9120,1.2808
1860,1314,3.8604,7.0374,3.1770,1.3453
1862,3637,3.8477,5.2087,1.3610,1.2492
1863,1622,3.8625,5.5709,9.4335,1.2845
1864,2809,3.8532,1.6881,5.5413,1.2442
1865,3719,3.8133,5.2119,9.0252,1.3057
1866,2706,3.9271,2.7231,-1.2040,1.2812
1869,3287,4.2748,3.8684,8.1432,1.2981
1871,4305,4.2797,1.5138,-2.7659,1.2907
1874,3171,3.8334,3.9989,0.1655,1.2537
1878,4491,3.8564,2.9402,-0.9163,1.2319
1879,1565,3.9265,1.5186,-2.4080,1.3484
1881,3646,3.8680,2.6640,-1.2040,1.2829
1884,2974,3.8591,6.7317,10.5908,1.2828
1886,2272,3.9239,-0.1684,-4.0923,1.2787
1887,2549,4.3478,-3.3923,0.9555,1.2215
1891,1507,3.9655,-0.4006,-4.3662,1.3103
1892,3968,3.9888,3.5661,7.5549,1.2546
1893,1711,4.0685,4.1203,8.1887,1.2950
1894,1015,3.9706,5.4629,9.4335,1.3403
1895,2485,3.8389,8.0730,4.2341,1.2533
1896,1247,3.9769,0.6283,4.6052,1.2862
1897,3460,3.9198,2.1961,6.1159,1.3617
1906,4357,3.8838,-1.7712,-5.6550,1.2582
1907,3934,3.9126,3.9884,7.9010,1.3402
1909,2587,4.0420,-3.7873,0.2546,1.2726
1912,3323,4.1435,10.5361,6.3925,1.2842
1915,3795,3.8676,3.2698,-0.5978,1.2875
1916,2172,3.9377,2.4425,6.3802,1.3167
1919,4377,3.9299,-0.7213,-4.6513,1.2567
1921,359,3.9648,5.4687,9.4335,1.2829
1922,3067,3.8361,1.2512,-2.5849,1.2916
1923,3579,3.8265,-1.4286,2.3979,1.2175
1925,4424,4.0441,-0.4657,-4.5099,1.2871
1927,2301,3.9196,-3.8994,0.0202,1.2616
1932,1911,3.8739,3.8739,0.0000,1.2749
1934,253,3.8614,2.4172,6.2786,1.2810
1938,3728,3.8986,2.7959,-1.1027,1.2639
1940,4413,3.9997,2.1678,-1.8319,1.2691
1942,2053,3.8790,3.9743,0.0953,1.2942
1943,785,3.8266,2.4209,-1.4057,1.2371
1947,4513,3.8568,1.5522,-2.3046,1.2596
1950,4219,3.8957,2.5032,6.3988,1.3136
1953,3658,3.8581,6.7481,2.8900,1.2432
1956,2393,3.8339,4.8656,8.6995,1.2576
1963,658,3.8346,8.1912,12.0258,1.2138
1964,1411,3.8741,2.8968,-0.9774,1.3073
1968,3932,4.0181,1.8895,-2.1286,1.3247
1977,1339,3.9283,8.5778,12.5062,1.3020
1978,4213,3.9706,-0.6965,-4.6670,1.3277
1979,4585,3.8709,4.2428,8.1137,1.2714
1982,3220,3.8259,6.6639,2.8380,1.2940
1987,4472,4.1131,2.2619,6.3750,1.2451
1999,4552,4.1803,0.2979,-3.8825,1.1912
2000,3972,3.9316,8.0251,4.0935,1.2442
2001,2775,3.8264,2.6224,-1.2040,1.2599
2002,3772,3.8499,5.1373,8.9872,1.2741
2003,2205,4.0031,3.7019,-0.3011,1.2907
2007,1942,3.8529,7.8042,3.9512,1.1775
2010,2953,3.8212,6.1593,9.9804,1.2288
2016,691,3.8584,8.1721,12.0305,1.2475
2022,2315,3.9310,0.6742,4.6052,1.2733
2024,2741,3.8424,9.0682,5.2257,1.2265
2029,3639,4.1494,-0.2246,-4.3741,1.2364
2033,4268,3.9045,7.9119,4.0073,1.2409
2038,2933,3.8183,7.0372,3.2189,1.3169
2040,1422,4.1300,1.9859,6.1159,1.2558
2047,3833,3.9941,0.9984,-2.9957,1.2482
2057,2739,3.9823,2.8429,-1.1394,1.2283
2063,1132,3.8970,7.3621,3.4651,1.2199
2065,1017,3.8283,7.5793,11.4076,1.2424
2068,4078,3.8769,5.2632,1.3863,1.2136
2086,2589,3.8850,-9.5870,-13.4719,1.3043
2088,2781,4.1073,4.0130,-0.0943,1.2633
2097,2949,3.9806,-0.1199,3.8607,1.2289
2099,883,3.9069,8.8588,12.7657,1.3033
2100,3881,3.8270,3.8197,-0.0073,1.2486
2103,2159,3.8272,6.4937,10.3209,1.2973
2112,3630,3.9221,6.7188,2.7966,1.1974
2116,405,3.9365,4.1344,8.0709,1.3083
2121,1009,3.9266,6.5668,2.6402,1.1998
2142,1783,3.4730,7.2280,10.7010,1.2557
2143,3290,3.8511,-2.6378,-6.4888,1.2770
2144,3025,3.5290,6.2354,9.7644,1.1892
2145,389,3.8147,0.0973,3.9119,1.2235
2146,4169,3.6920,7.8272,4.1352,1.2342
2147,1091,3.7613,6.4045,10.1659,1.2760
2148,3661,3.6646,7.1821,10.8468,1.2532
2149,4338,3.5996,0.4006,-3.1991,1.2797
2150,4512,3.8247,3.6596,7.4844,1.2411
2151,4011,3.5107,-3.8818,-0.3711,1.2454
2152,4474,3.5775,2.4139,5.9915,1.2354
2153,2199,3.7344,1.8372,-1.8971,1.2715
2154,1230,3.7817,3.3084,7.0900,1.2229
2155,2711,3.5114,8.0186,11.5300,1.2566
2157,407,3.8964,3.9276,7.8240,1.2228
2158,3281,3.5080,3.8444,0.3365,1.2511
2159,2903,3.6433,-8.6907,-12.3339,1.2809
2160,2204,3.6402,2.9472,-0.6931,1.2322
2161,3033,3.7232,4.5708,8.2941,1.2416
2162,1282,3.5956,9.0159,12.6115,1.2489
2163,338,3.8074,5.7533,1.9459,1.1723
2164,3543,3.5949,6.2123,2.6174,1.2028
2165,420,3.6401,9.4823,13.1224,1.2471
2166,2940,3.5378,1.1954,-2.3424,1.2531
2167,137,3.4543,8.2418,4.7875,1.2018
2168,2951,3.8078,2.9639,-0.8439,1.2183
2169,305,3.5162,4.6349,8.1511,1.2061
2170,2848,3.6985,5.0419,8.7404,1.2209
2171,4353,3.7742,-0.3210,3.4532,1.3070
2172,1903,3.7405,0.5216,-3.2189,1.2248
2173,1302,3.4619,5.0602,8.5220,1.2675
2174,1232,3.4933,5.0239,8.5172,1.2697
2175,869,3.7803,5.7665,9.5468,1.2001
2176,268,3.5170,6.1980,2.6810,1.2129
2177,1007,3.5861,4.1246,7.7107,1.2116
2179,134,3.7500,5.3550,9.1050,1.2569
2180,2978,3.7207,8.4854,12.2061,1.1502
2181,4387,3.6261,5.2554,1.6292,1.2174
2182,1174,3.4925,0.6278,-2.8647,1.2348
2183,714,3.4697,9.3516,12.8213,1.2042
2184,1116,3.5407,8.8885,12.4292,1.1867
2185,3065,3.4447,6.6635,3.2189,1.2795
2186,1729,3.6165,8.4040,4.7876,1.2023
2187,2512,3.7633,0.8277,-2.9356,1.1760
2188,2905,3.5519,6.9895,3.4376,1.2308
2189,1375,3.7459,0.7084,4.4543,1.2295
2190,2023,3.7473,7.2018,10.9490,1.1989
2191,559,3.6329,0.7505,-2.8824,1.2039
2193,1750,3.7081,5.0944,1.3863,1.2269
2194,3509,3.5310,4.4720,0.9410,1.2613
2195,2823,3.5884,4.4805,8.0690,1.2078
2196,3121,3.6062,-0.4112,-4.0174,1.1704
2197,3662,3.5179,2.1236,5.6415,1.1797
2199,993,4.0279,3.2162,7.2442,1.2802
2200,2063,3.5316,7.6943,11.2259,1.2685
2202,1214,3.6774,-9.8381,-13.5154,1.1933
2203,1500,4.0958,-7.7075,-11.8033,1.2100
2204,494,3.5631,1.7894,-1.7737,1.2073
2207,3949,3.4761,4.0139,7.4900,1.1939
2208,2584,3.7662,4.8976,1.1314,1.1697
2209,1031,3.7032,8.3946,4.6913,1.2782
2210,3740,3.5286,0.0221,-3.5066,1.2314
2211,2025,3.5705,2.3665,-1.2040,1.2455
2212,893,3.5313,0.8721,-2.6592,1.1746
2213,355,3.4627,0.9116,-2.5511,1.1869
2215,4231,3.6353,6.4913,10.1266,1.1976
2216,3024,3.5637,2.6221,-0.9416,1.2231
2217,299,3.5899,8.5648,12.1548,1.1932
2218,1445,3.6588,3.2977,6.9565,1.2150
2220,2396,3.7357,1.4529,-2.2828,1.1370
2221,2507,3.5807,5.6297,9.2103,1.1934
2222,4575,3.7332,-1.7636,-5.4968,1.2113
2224,3760,3.4784,7.2089,3.7305,1.2390
2225,1664,3.5510,5.3583,8.9093,1.2473
2227,1483,3.4741,0.6194,4.0935,1.2607
2229,4358,3.5538,1.9444,-1.6094,1.2050
2230,4128,3.4321,3.6632,0.2311,1.1711
2232,2040,3.5555,2.8743,6.4297,1.2766
2233,1221,3.8189,8.6496,12.4684,1.2253
2234,2081,3.5597,5.2457,8.8054,1.2625
2235,1066,3.5229,-10.1441,-13.6671,1.2208
2236,2403,3.4705,3.6996,7.1701,1.2249
2238,3268,3.4955,5.3583,8.8537,1.1894
2240,4230,3.5655,7.4573,3.8918,1.1720
2242,2640,3.4814,3.1779,6.6593,1.1567
2243,4400,3.4824,-1.1953,-4.6777,1.2122
2246,465,3.5761,8.6299,12.2061,1.1998
2247,2317,3.6099,6.6055,2.9957,1.2247
2248,2041,3.4632,0.3396,-3.1236,1.1789
2249,3592,3.6090,4.7097,8.3187,1.2693
2251,3980,3.4760,-0.5167,-3.9927,1.2056
2252,3953,3.4560,-2.5354,-5.9915,1.2027
2254,2428,3.5834,3.6960,7.2793,1.2283
2255,4290,3.5639,-4.3536,-0.7897,1.1361
2259,4056,3.5828,2.9479,-0.6349,1.1856
2260,1144,3.5572,7.2220,3.6648,1.1441
2262,3846,3.5535,5.5036,1.9502,1.1770
2266,782,3.6172,3.1057,-0.5115,1.2072
2269,2220,3.6217,3.8683,7.4900,1.2568
2270,4456,3.5107,-1.6053,-5.1160,1.2025
2271,1782,3.5134,8.1472,4.6338,1.2227
2273,2845,3.5594,6.4498,2.8904,1.1703
2274,1598,3.6171,0.5261,4.1432,1.1956
2277,4478,3.5915,-3.5418,-7.1333,1.2215
2279,4414,3.4426,1.3449,4.7875,1.2143
2281,1916,3.5057,6.8552,10.3609,1.2438
2282,2531,3.6286,2.4651,6.0936,1.2203
2290,1480,3.7491,6.6031,10.3522,1.2712
2292,2824,3.5352,-5.4928,-9.0281,1.2040
2297,2912,3.5283,7.4738,11.0021,1.1840
2300,3613,3.5587,-0.3533,-3.9120,1.2160
2305,2014,3.4945,4.1064,7.6009,1.2077
2306,1948,3.7627,6.5854,10.3482,1.2649
2308,4111,3.4396,-0.5185,-3.9581,1.2431
2309,1154,3.5586,6.2506,9.8092,1.2201
2315,1430,3.6766,2.9026,6.5793,1.1925
2319,3705,3.4940,5.4399,1.9459,1.2130
2320,3617,3.4824,5.9673,2.4849,1.1899
2322,1385,4.4066,6.0565,10.4631,1.2813
2325,3170,3.5101,-0.5073,-4.0174,1.1557
2328,3522,3.4318,4.4692,7.9010,1.2144
2329,2354,3.6201,6.7493,10.3693,1.1745
2330,3815,3.5355,7.2843,10.8198,1.2426
2331,4445,3.6975,-3.4326,-7.1301,1.2252
2332,1365,3.5656,-7.3161,-10.8817,1.1744
2333,3659,3.5022,2.3310,-1.1712,1.1658
2340,794,3.4897,8.1275,11.6173,1.1789
2343,3958,3.5316,7.6259,4.0943,1.1729
2348,547,3.6627,8.2071,11.8698,1.2017
2349,880,3.4804,1.1777,-2.3027,1.1829
2350,2614,3.5270,7.4878,3.9608,1.1974
2351,3494,3.5376,3.0740,-0.4637,1.1786
2359,4405,3.4928,0.4049,-3.0879,1.1753
2362,4480,3.4968,-2.3462,-5.8430,1.1799
2363,2565,3.4618,7.9118,11.3736,1.1758
2364,1034,3.4977,1.3234,4.8211,1.1904
2367,3791,3.5646,3.2079,-0.3567,1.2092
2374,1581,3.4935,5.1943,8.6878,1.1652
2375,3681,3.5571,0.2041,3.7612,1.2127
2378,3919,3.5729,1.2228,4.7958,1.1565
2380,2908,3.4904,6.0420,9.5324,1.1387
2381,2405,3.4483,2.0772,5.5255,1.2037
2384,3191,3.4383,5.0477,1.6094,1.1831
2385,2874,3.5549,0.5444,4.0993,1.0920
2391,4503,3.5314,4.6628,1.1314,1.2293
2392,1298,3.6909,4.0411,7.7319,1.2108
2393,4523,3.9200,-3.9043,-7.8243,1.1608
2400,2764,3.4937,10.3218,13.8155,1.1607
2417,2677,3.5867,5.8893,2.3026,1.2264
2427,4439,3.8937,-2.5317,-6.4253,1.1609
2433,4354,3.4487,4.7837,1.3350,1.1695
2434,4124,3.9099,-3.2214,-7.1312,1.1994
2438,3787,3.4508,3.2277,-0.2231,1.1995
2441,3914,3.6040,-2.2051,-5.8091,1.1853
2443,757,3.5031,5.9384,9.4414,1.1256
2444,3886,3.4521,4.5542,8.0064,1.1760
2446,4471,3.5302,0.2074,3.7377,1.1875
2447,2138,3.4873,2.7108,-0.7765,1.1449
2450,2932,3.4402,-0.1481,3.2921,1.1381
2451,4567,3.7346,-2.7611,-6.4957,1.1859
2452,4026,3.7582,-1.4762,-5.2344,1.2152
2455,4289,3.4817,3.0812,-0.4005,1.1455
2457,4558,3.4854,6.6014,10.0867,1.1706
2459,3520,3.6028,-1.0024,-4.6052,1.1838
2466,764,3.4626,3.5579,0.0953,1.1932
2472,1062,3.4858,-1.0611,2.4247,1.1678
2484,1824,3.4489,0.7996,4.2485,1.1468
2491,1344,3.4497,2.2457,-1.2040,1.1698
2494,860,3.4606,3.4471,6.9078,1.2345
2498,665,3.4366,9.3282,5.8916,1.1469
2500,3416,3.5118,8.6612,12.1730,1.1708
2504,2371,3.5306,0.4941,-3.0366,1.2147
2520,2797,3.5083,2.0330,5.5413,1.1454
2541,4269,3.2667,4.0729,7.3395,1.1019
2542,2624,3.3139,5.7989,2.4849,1.1168
2543,2361,3.2260,7.0762,10.3023,1.1588
2544,3907,3.3593,2.6661,-0.6932,1.1748
2545,2573,3.3505,8.2757,11.6263,1.1559
2546,281,3.1616,5.0381,8.1997,1.1385
2547,981,3.2325,1.8341,-1.3984,1.1636
2548,2033,3.2798,4.8517,8.1316,1.1918
2549,3085,3.3368,4.8896,8.2265,1.1644
2550,662,3.3417,6.2928,9.6345,1.1820
2551,2478,3.3666,5.2072,1.8405,1.1807
2552,468,3.1034,7.9070,11.0104,1.1079
2553,3463,3.4180,4.6837,8.1017,1.1149
2554,4374,3.2436,6.9572,3.7136,1.1620
2555,4320,3.2023,1.1758,4.3782,1.1860
2556,1534,3.4280,3.0161,6.4441,1.1994
2557,4348,3.3153,3.2968,6.6120,1.1386
2558,1149,3.2783,5.8289,2.5506,1.2051
2559,4594,3.5821,5.3937,1.8116,1.1249
2560,2686,3.2761,7.6207,10.8967,1.1623
2561,2947,3.3589,3.7623,0.4035,1.1355
2562,1964,3.2625,7.3535,4.0910,1.1918
2563,2541,3.2140,8.0297,11.2437,1.1286
2564,3232,3.2013,4.6465,7.8478,1.1925
2565,1985,3.4209,7.3721,3.9512,1.1217
2566,1443,3.3973,4.2515,7.6487,1.1121
2567,3010,3.2551,6.9187,3.6636,1.1651
2568,516,3.2551,5.3610,8.6161,1.1597
2569,2141,3.3277,0.5619,-2.7658,1.1599
2570,2207,3.2019,4.4374,1.2355,1.1294
2571,4221,3.1313,3.8627,6.9940,1.2023
2572,3531,3.2237,2.9359,-0.2878,1.1712
2573,3512,3.3864,2.8302,6.2166,1.0995
2574,2414,3.2427,4.2846,1.0419,1.1397
2575,3889,3.2363,4.0248,0.7885,1.1507
2576,3770,3.3132,2.4823,5.7955,1.0945
2577,4196,3.1595,6.6468,3.4874,1.1663
2578,668,3.2158,3.3642,0.1484,1.1191
2579,1239,3.1191,2.6239,5.7430,1.1311
2580,1114,3.4085,8.8928,12.3014,1.1642
2581,2480,3.2834,3.6956,0.4121,1.1266
2582,1255,3.1544,7.7595,4.6052,1.1270
2583,657,3.3459,-1.0853,-4.4312,1.1818
2584,3341,3.4735,5.2259,8.6995,1.1566
2585,1798,3.3177,6.2210,9.5387,1.1391
2586,3840,3.3635,0.6222,3.9857,1.1355
2587,4109,3.1779,4.8446,1.6667,1.1176
2588,2133,3.2740,0.2783,-2.9957,1.1424
2590,365,3.3383,5.5575,8.8958,1.1436
2591,357,3.2665,8.3141,11.5806,1.1088
2592,528,3.1752,8.6884,11.8636,1.1386
2593,1222,3.1601,7.4284,4.2683,1.1330
2594,1575,3.2715,3.7316,7.0031,1.0951
2595,2090,3.1383,6.7874,9.9257,1.1646
2596,955,3.3382,5.1710,8.5092,1.1498
2597,4624,3.2487,6.6498,3.4011,1.1023
2598,1258,3.2249,-0.4905,2.7344,1.1347
2599,401,3.3402,1.4473,4.7875,1.1594
2600,875,3.2566,3.1064,6.3630,1.1374
2601,2153,3.2760,0.8549,-2.4212,1.1273
2602,1106,3.2132,3.6953,6.9085,1.1776
2603,4507,3.2154,7.8667,11.0821,1.1467
2605,2820,3.1122,7.2614,10.3736,1.0978
2606,2969,3.1731,0.1155,-3.0576,1.1661
2607,2285,3.2813,5.6801,2.3988,1.1476
2608,607,3.1142,2.9020,6.0162,1.1565
2609,777,3.1667,1.9627,-1.2040,1.1493
2611,739,3.1434,5.3738,8.5172,1.1249
2612,912,3.2239,7.2013,10.4252,1.1914
2613,4527,3.1992,1.8673,-1.3318,1.1052
2614,1914,3.1264,7.5371,4.4108,1.0782
2615,4533,3.2518,-0.2547,-3.5066,1.1344
2616,3461,3.1603,5.3569,8.5172,1.1161
2617,4518,3.3558,3.5519,6.9078,1.1742
2618,3848,3.1063,8.2243,5.1180,1.1002
2619,4428,3.2794,3.5231,6.8025,1.1898
2620,2237,3.1500,2.4366,-0.7134,1.1383
2621,504,3.3634,0.7310,4.0943,1.1282
2622,269,3.4138,6.4897,9.9035,1.1240
2624,3443,3.2173,7.3183,4.1010,1.2045
2625,3773,3.1168,4.6664,7.7832,1.1487
2626,167,3.1562,6.3751,3.2188,1.1527
2627,3655,3.1420,8.0018,4.8598,1.1537
2628,2262,3.1707,7.0021,10.1728,1.1799
2631,3548,3.1573,10.5417,13.6990,1.0895
2632,915,3.1816,7.7823,10.9640,1.0812
2633,4017,3.1704,4.4601,7.6305,1.1251
2635,4435,3.2915,2.8088,6.1003,1.1666
2636,1013,3.2432,6.7555,9.9987,1.1464
2638,1532,3.4406,1.7689,5.2095,1.1816
2640,718,3.2528,7.5670,10.8198,1.1465
2643,815,3.1924,6.4883,3.2958,1.1449
2646,4141,3.2925,8.4855,5.1930,1.1491
2647,1875,3.1599,3.6944,6.8544,1.1051
2648,188,3.1871,7.9204,11.1075,1.1612
2649,1485,3.2408,6.6626,9.9035,1.1389
2650,3040,3.1051,7.2592,4.1542,1.1557
2654,457,3.2163,7.4929,4.2767,1.0723
2657,1996,3.3624,7.2342,10.5966,1.1653
2660,2450,3.1749,0.5298,-2.6451,1.1753
2661,1127,3.1854,3.8013,0.6159,1.2019
2663,3208,3.2096,4.6144,7.8240,1.0914
2664,1299,3.2417,6.1509,9.3927,1.1713
2668,2957,3.1883,10.6272,13.8155,1.1580
2670,701,3.1041,7.4259,4.3218,1.0718
2671,3251,3.2006,2.5272,-0.6733,1.1458
2674,3331,3.0992,0.7966,-2.3026,1.0804
2675,1440,3.1682,-0.0506,-3.2189,1.1134
2680,3285,3.1590,4.5176,1.3585,1.1210
2681,2544,3.1409,0.6956,-2.4453,1.1257
2686,810,3.0965,4.7008,7.7973,1.1125
2688,3802,3.2600,9.5571,6.2971,1.1393
2690,23,3.1080,7.9977,4.8898,1.1585
2691,99,3.3567,2.6434,-0.7134,1.1402
2694,1661,3.2502,7.8554,4.6052,1.1127
2698,4150,3.1337,1.3662,4.4998,1.1931
2705,1793,3.2783,5.7360,9.0143,1.1289
2708,55,3.1437,2.9206,-0.2231,1.1101
2709,3851,3.1060,7.7138,10.8198,1.1158
2714,1755,3.1163,6.3347,3.2183,1.1381
2715,2,3.0988,6.8303,9.9290,1.1268
2718,3988,3.2782,0.1859,-3.0922,1.1081
2719,2279,3.1045,5.5116,8.6161,1.1074
2720,1075,3.2137,5.0024,8.2161,1.1520
2722,1901,3.2038,5.5269,8.7307,1.1513
2724,4388,3.1656,-0.4530,-3.6186,1.1224
2725,659,3.1792,-0.9807,-4.1599,1.1124
2728,1835,3.1090,4.5963,7.7053,1.0885
2732,885,3.1410,5.3762,8.5172,1.1375
2736,3263,3.0919,6.4332,9.5252,1.0958
2737,2924,3.2279,4.9843,8.2122,1.1341
2738,3236,3.0887,-2.4010,-5.4897,1.1416
2740,930,3.3133,-0.1933,-3.5066,1.1065
2744,1563,3.1017,9.9264,13.0281,1.0625
2746,4321,3.1496,0.5393,3.6889,1.0233
2747,2483,3.2017,4.1761,7.3778,1.1571
2748,2853,3.2872,0.0955,-3.1917,1.0913
2750,827,3.1443,7.9815,11.1258,1.1393
2755,1747,3.1739,6.7296,9.9035,1.1085
2758,1262,3.1771,6.3697,9.5468,1.1056
2761,2340,3.0885,4.2863,7.3748,1.1319
2762,2468,3.2038,7.3928,10.5966,1.1429
2763,1274,3.1554,7.3670,10.5225,1.0850
2765,2489,3.1696,6.3184,9.4880,1.1133
2771,1950,3.1703,-4.1057,-7.2759,1.1543
2774,1986,3.1137,2.0886,5.2023,1.0735
2775,1164,3.3509,0.3552,-2.9957,1.1193
2777,837,3.1121,4.5375,7.6496,1.1068
2781,4339,3.1584,0.4404,-2.7180,1.0791
2783,545,3.1302,4.7018,7.8320,1.0934
2784,1601,3.2185,6.5580,9.7765,1.1222
2788,2430,3.1676,3.1240,6.2916,1.1138
2796,1435,3.3100,6.5579,9.8679,1.0921
2797,2844,3.1284,7.8297,4.7012,1.1166
2798,1394,3.1210,7.5636,4.4426,1.1314
2800,1760,3.1322,7.9484,11.0806,1.0882
2801,2258,3.1009,4.3659,7.4669,1.1029
2805,2865,3.2793,5.3513,8.6306,1.0605
2814,4630,3.0916,9.3705,6.2790,1.1204
2828,173,3.1924,2.9388,6.1312,1.0849
2832,3303,3.2913,7.7436,11.0349,1.1562
2838,2011,3.1138,2.8776,5.9915,1.0635
2841,1922,3.2318,3.5872,6.8189,1.1374
2842,4280,3.1912,-2.4083,-5.5994,1.0998
2844,4364,3.1480,1.8439,4.9919,1.1072
2850,3723,3.2905,4.0227,7.3132,1.1336
2851,562,3.2158,5.7322,8.9480,1.1271
2858,2337,3.1055,4.4922,7.5977,1.0711
2863,2076,3.1066,5.1875,8.2941,1.1447
2869,741,3.2687,6.2040,9.4727,1.0976
2873,2626,3.1923,4.0251,0.8328,1.1101
2875,3301,3.1288,5.3434,8.4722,1.1818
2878,2333,3.1418,5.2246,8.3664,1.0412
2895,2522,3.1412,2.1570,5.2982,1.1019
2896,4211,3.1926,0.9017,4.0943,1.0961
2900,651,3.1709,7.5034,10.6744,1.0662
2901,2328,3.1837,7.5052,10.6890,1.1062
2909,2433,3.1712,0.5400,3.7111,1.0908
2910,1250,3.3138,7.3606,10.6744,1.1007
2915,1059,3.0932,-1.0867,-4.1799,1.0817
2927,3935,3.2267,7.5505,10.7772,1.1333
2928,998,3.1614,7.6584,10.8198,1.0794
2942,2593,3.1341,6.9843,3.8502,1.1020
2951,4380,3.1734,-0.6757,-3.8491,1.0853
2956,1612,3.2185,5.2886,8.5070,1.1134
2957,4517,3.2013,2.8447,-0.3567,1.0677
2963,3903,3.1925,-1.0139,-4.2064,1.1136
2969,4492,3.1579,-4.4583,-1.3004,1.1198
2974,13,3.1659,6.9365,10.1023,1.1258
2977,765,3.0925,3.7744,6.8669,1.1581
2983,307,3.1262,8.7232,11.8494,1.1304
3003,290,3.1131,5.0474,8.1605,1.1474
3005,678,3.1469,9.5438,6.3969,1.1412
3008,4226,3.1136,5.4036,8.5172,1.1198
3020,3942,3.1200,1.5713,4.6913,1.1340
3023,2362,3.1632,0.4206,-2.7426,1.0750
3027,820,3.1715,6.1610,9.3326,1.0689
3029,979,3.1253,6.6098,9.7351,1.1359
3033,3372,3.1239,1.5868,-1.5371,1.1152
3054,2652,2.9446,7.3634,4.4188,1.1180
3055,4332,2.8771,7.0683,4.1912,1.0778
3056,1724,3.0653,4.3431,7.4084,1.0999
3057,3385,2.9084,3.0422,5.9506,1.0849
3058,671,2.9344,2.0131,-0.9213,1.0878
3059,978,3.0015,-0.3625,2.6390,1.1160
3060,6,2.9380,6.4546,9.3926,1.0866
3061,3513,2.9328,9.1414,6.2086,1.0817
3062,4033,2.7802,8.4583,11.2385,1.0310
3063,3082,2.9910,0.5492,-2.4419,1.0720
3064,2474,2.8331,4.1700,7.0031,1.0057
3065,2713,3.0578,0.0818,-2.9759,1.0994
3066,4432,2.7940,2.9099,5.7038,1.0588
3067,1086,2.8709,0.3856,-2.4853,1.0465
3068,2407,2.9373,2.6611,5.5984,1.0876
3069,1387,2.9181,2.2749,5.1930,1.0674
3070,479,2.9337,9.1670,12.1007,1.0706
3071,4227,2.9367,4.0998,1.1631,1.1056
3073,1054,2.8684,4.7323,7.6007,1.0700
3075,939,3.0702,0.4678,3.5381,1.0853
3076,2894,3.0024,0.6056,-2.3967,1.0881
3077,3600,2.9035,7.3222,4.4187,1.0986
3078,882,3.1550,4.6286,7.7835,1.1227
3079,2559,3.3519,3.4449,6.7968,1.0726
3080,2018,2.8583,3.1209,5.9792,1.0677
3081,3129,2.8902,3.4555,6.3457,1.0753
3082,3061,3.0732,4.6418,1.5686,1.0632
3083,1191,3.1165,3.2805,6.3970,1.0477
3085,4294,2.9132,6.6509,3.7377,1.0675
3086,4274,2.8831,6.9279,4.0448,1.0854
3087,548,2.8026,6.8970,4.0943,1.0729
3088,3762,3.0597,1.6407,4.7004,1.0816
3089,4385,2.8424,5.3496,2.5072,1.1346
