step,molindx,prediction_error,predicted_value,true_value,mae
1579,3360,4.3354,6.6228,2.2875,1.2729
1595,2775,4.2774,3.0735,-1.2040,1.3063
1601,2629,4.3706,5.7561,10.1266,1.2417
1603,529,4.3388,-0.4267,3.9121,1.2912
1606,2531,4.3961,1.6975,6.0936,1.3092
1608,3723,4.6381,2.6751,7.3132,1.2509
1613,184,4.2804,-2.3783,1.9021,1.2537
1624,4601,4.2484,3.1089,-1.1394,1.3475
1625,4450,4.3187,-0.7374,3.5813,1.1908
1627,205,4.3711,1.6829,-2.6883,1.2979
1631,4061,4.4354,0.1698,4.6052,1.2364
1635,4246,4.5382,-1.1362,3.4020,1.2522
1643,2321,4.2730,3.7625,-0.5105,1.2462
1649,1803,4.2977,5.8833,10.1810,1.2684
1653,3703,4.2428,3.9459,8.1887,1.2188
1665,3306,4.3241,-3.0457,-7.3698,1.2752
1674,1456,4.5895,6.0071,10.5966,1.2303
1675,4475,4.3591,0.7728,-3.5863,1.2306
1686,1500,4.7555,-7.0478,-11.8033,1.2802
1701,1854,4.4158,-3.0552,-7.4710,1.1472
1712,1365,4.6698,-6.2118,-10.8817,1.2463
1714,1991,4.8878,0.6191,-4.2687,1.2021
1721,3262,4.3801,3.5805,7.9606,1.2521
1725,1705,4.3834,2.1942,-2.1893,1.2179
1741,421,4.2818,8.8405,13.1224,1.2837
1743,3151,4.2679,1.9653,-2.3026,1.2057
1744,3613,4.4348,0.5228,-3.9120,1.2655
1750,230,4.3668,1.8411,-2.5257,1.2778
1771,2429,4.3510,3.9505,-0.4005,1.3252
1772,2320,4.0632,2.5307,-1.5325,1.2823
1773,4323,3.8519,3.6035,-0.2485,1.2434
1774,2149,4.0081,3.9027,-0.1054,1.2508
1775,3919,3.9109,0.8849,4.7958,1.1412
1776,1352,4.0083,-0.4530,3.5553,1.2651
1777,335,4.0459,4.8788,0.8329,1.2787
1778,2969,3.9944,0.9368,-3.0576,1.2438
1779,4501,4.1641,2.6945,-1.4697,1.2143
1780,1984,4.1670,4.2470,8.4140,1.2540
1781,4495,3.9267,3.4837,7.4104,1.2513
1782,2329,3.9220,8.8637,4.9416,1.2565
1783,3040,4.1019,8.2561,4.1542,1.2182
1784,1117,3.8967,5.9867,9.8834,1.1857
1785,420,4.2041,8.9183,13.1224,1.2571
1786,554,4.0741,3.8509,-0.2231,1.1635
1787,2302,3.9882,7.6152,3.6270,1.1732
1788,3982,4.2018,6.2205,10.4223,1.2203
1789,3129,3.9637,2.3820,6.3457,1.2109
1790,1445,3.8800,3.0765,6.9565,1.2056
1792,2797,3.9074,1.6339,5.5413,1.1445
1793,167,4.0673,7.2862,3.2188,1.2315
1794,2653,4.0232,4.9389,0.9157,1.2454
1795,3812,4.0394,0.5973,-3.4420,1.2506
1796,1465,4.3083,-0.3963,3.9120,1.2073
1797,3264,3.8989,8.4098,4.5109,1.1632
1798,4376,4.3603,5.0431,0.6828,1.2134
1799,3950,4.1450,5.9816,10.1266,1.2433
1800,524,4.0116,4.1288,8.1403,1.2647
1801,40,4.0478,8.6529,4.6050,1.1976
1803,3411,3.9897,-1.7166,2.2732,1.2061
1804,4592,4.0071,8.2484,4.2413,1.2471
1807,2982,4.0179,5.3634,1.3455,1.1965
1808,1583,3.8883,2.1032,5.9915,1.2306
1809,1765,3.8382,1.4630,-2.3752,1.2170
1810,1892,4.0189,1.9786,-2.0402,1.2911
1811,764,3.9628,4.0581,0.0953,1.2175
1812,913,3.8613,3.2287,7.0901,1.1638
1813,3994,3.8498,4.0322,0.1824,1.2662
1814,3547,3.9154,-0.7100,-4.6254,1.2453
1815,3532,3.9708,3.0545,-0.9163,1.2616
1821,2346,3.8165,3.8165,0.0000,1.2426
1824,1646,3.9750,5.2353,9.2103,1.1686
1825,2086,3.8434,5.0373,1.1939,1.1708
1827,1146,3.8339,8.1514,4.3175,1.2407
1828,2243,4.0568,4.7499,0.6932,1.2749
1829,1401,4.1298,4.0245,-0.1054,1.2176
1835,2951,3.8199,2.9760,-0.8439,1.2449
1836,1510,4.0690,6.8978,2.8288,1.2964
1837,2676,4.0263,5.8771,9.9034,1.2094
1838,1940,4.1067,-2.3150,1.7918,1.1925
1841,311,3.8908,3.1979,-0.6929,1.1981
1845,2680,3.9019,8.2838,4.3819,1.2070
1846,2216,4.1263,5.9428,1.8164,1.1578
1849,2291,3.9715,3.0552,-0.9163,1.2075
1850,3570,3.8632,3.8533,-0.0100,1.2276
1851,1754,4.0808,2.5912,6.6720,1.2288
1852,4459,4.2076,-3.1495,1.0581,1.2012
1853,3479,3.9554,5.8647,9.8201,1.1546
1854,3005,3.8486,8.1753,12.0239,1.2090
1856,275,3.8723,4.2882,8.1605,1.2024
1857,1286,3.8370,1.5344,-2.3026,1.1901
1861,4441,3.9144,2.3772,-1.5372,1.1516
1862,2366,3.8662,5.8121,1.9459,1.2598
1866,774,3.8180,2.1033,-1.7147,1.2632
1867,639,3.9201,7.3213,3.4012,1.2310
1868,583,3.8976,8.3085,12.2061,1.2721
1872,1503,3.9567,3.9568,0.0000,1.2222
1873,1898,3.8191,7.1513,3.3322,1.2163
1876,122,4.0072,2.1120,6.1192,1.2225
1877,3103,3.8405,5.0037,1.1631,1.2242
1881,1760,3.9677,7.1129,11.0806,1.2526
1882,3672,3.8457,4.5207,8.3663,1.2420
1885,2116,3.8265,2.1604,-1.6661,1.1832
1889,3303,3.8377,7.1972,11.0349,1.1880
1893,2044,3.9004,0.0116,3.9120,1.1715
1897,326,3.8544,5.3559,9.2103,1.2477
1900,457,3.8862,8.1629,4.2767,1.1383
1902,3818,3.8170,6.7614,2.9444,1.1904
1904,4518,4.1872,2.7205,6.9078,1.2192
1905,3505,3.8459,7.1417,3.2958,1.1951
1908,402,3.9253,3.2180,-0.7073,1.1952
1910,4471,3.9385,-0.2009,3.7377,1.2066
1911,2821,3.8305,4.1624,7.9929,1.2065
1915,3508,3.8564,3.3846,-0.4718,1.1929
1916,757,3.8258,5.6157,9.4414,1.1526
1918,2547,3.9061,9.0591,12.9652,1.2157
1919,4595,4.1897,2.8836,7.0733,1.2407
1923,4313,3.8306,2.8287,6.6593,1.2076
1924,1509,3.9622,4.0575,0.0953,1.1326
1927,4410,3.9033,2.4734,6.3767,1.1662
1931,2537,3.9450,5.0790,9.0240,1.1764
1933,412,4.0598,8.4016,4.3418,1.2387
1936,1034,3.8928,0.9283,4.8211,1.2383
1941,2317,3.9220,6.9176,2.9957,1.1500
1943,1666,4.0327,1.5280,5.5607,1.2077
1944,315,3.8837,4.2768,8.1605,1.1703
1965,2603,3.9286,4.9582,1.0296,1.1489
1966,2213,3.7924,5.4018,1.6094,1.1443
1967,4424,3.6091,-0.9007,-4.5099,1.1407
1968,2405,3.6639,1.8615,5.5255,1.1615
1969,1443,3.7914,3.8574,7.6487,1.1984
1970,2933,3.5813,6.8002,3.2189,1.1248
1971,3561,3.7317,5.8112,2.0794,1.1887
1972,1664,3.9767,4.9326,8.9093,1.2043
1973,2719,3.7889,5.7348,1.9459,1.2457
1974,478,3.7626,5.7914,9.5539,1.1401
1975,2740,3.4584,2.0984,5.5568,1.1774
1976,3063,3.6464,0.7711,-2.8753,1.1869
1977,1421,3.4988,3.4090,6.9078,1.2212
1978,1621,3.5210,5.6728,2.1518,1.2500
1979,3339,3.5094,7.4213,3.9119,1.1500
1980,3677,3.6255,0.3601,3.9857,1.2006
1981,3473,3.7157,0.4900,4.2057,1.2110
1982,123,3.6125,2.2181,-1.3943,1.1911
1983,2884,3.6571,5.2046,1.5476,1.1927
1984,1640,3.6236,-4.7324,-8.3559,1.1825
1985,3025,3.5080,6.2564,9.7644,1.2190
1986,3673,3.9350,5.0926,9.0276,1.2100
1987,3901,3.7651,4.7012,0.9361,1.1169
1988,2637,3.4804,4.5587,8.0391,1.2123
1989,4209,3.9419,6.1490,2.2072,1.1855
1990,4371,3.6410,4.9905,1.3495,1.1848
1991,3767,3.5618,3.8693,0.3075,1.2241
1992,3929,3.5159,8.2344,4.7185,1.1666
1993,1826,3.6321,8.1431,4.5110,1.1538
1994,3122,3.6028,4.4835,8.0863,1.1961
1995,3719,3.5093,5.5159,9.0252,1.1798
1996,2129,3.9330,5.2873,9.2203,1.1381
1997,1916,3.7957,6.5652,10.3609,1.2234
1998,1357,3.5316,3.5315,-0.0001,1.1497
1999,3598,3.7324,9.0415,5.3091,1.1856
2001,2393,3.6177,5.0818,8.6995,1.1869
2002,4618,3.5080,8.8064,5.2983,1.1662
2003,227,3.6623,0.6666,-2.9957,1.1354
2004,3270,3.6092,4.8145,1.2052,1.2123
2006,3881,3.6598,3.6525,-0.0073,1.2072
2007,1251,3.4436,5.9313,9.3748,1.2079
2008,2649,3.4695,7.5638,4.0943,1.1207
2009,1416,3.6364,-0.2690,3.3674,1.1697
2010,468,3.5905,7.4199,11.0104,1.1832
2011,1571,3.5983,4.1861,0.5878,1.1233
2012,1446,3.6723,3.6607,7.3330,1.1335
2013,4266,3.6949,0.8049,4.4998,1.2142
2014,2626,3.5024,4.3353,0.8328,1.1722
2015,4520,3.9015,0.2093,4.1109,1.1763
2016,3577,3.4439,6.8451,3.4012,1.1203
2018,2785,3.5003,2.7910,-0.7093,1.1944
2019,1957,3.4697,1.9643,5.4340,1.1823
2020,1054,3.4528,4.1480,7.6007,1.2037
2021,2624,3.6350,6.1200,2.4849,1.1942
2022,4544,3.6292,2.9219,6.5511,1.1675
2023,405,3.5951,4.4758,8.0709,1.1243
2025,594,3.5885,6.2970,2.7085,1.1058
2026,55,3.4781,3.2550,-0.2231,1.0536
2027,3359,3.5496,6.9169,3.3673,1.1665
2029,4598,3.5148,9.0419,12.5567,1.1836
2030,850,3.6106,0.3404,-3.2702,1.1883
2031,2683,3.6821,2.6149,-1.0671,1.1758
2032,125,4.2375,6.4348,2.1972,1.1638
2033,1241,3.4531,2.5384,5.9915,1.1913
2034,2449,3.5740,2.7530,-0.8210,1.1558
2035,201,3.7335,5.9307,2.1972,1.1919
2037,4354,3.7350,5.0700,1.3350,1.1519
2038,1799,3.6331,0.6373,-2.9958,1.1558
2039,3794,3.8107,1.4876,5.2983,1.1157
2040,4111,3.4381,-0.5199,-3.9581,1.1544
2041,3552,3.4514,5.4779,8.9293,1.1290
2042,2111,3.9736,1.3686,-2.6050,1.1648
2043,3297,3.5489,7.2378,3.6889,1.1810
2045,2127,3.5290,2.1779,5.7069,1.1104
2046,4373,3.6377,1.3545,-2.2832,1.1585
2047,3513,3.5159,9.7245,6.2086,1.1352
2048,3268,3.6397,5.2140,8.8537,1.1050
2050,1262,3.7940,5.7528,9.5468,1.1156
2051,2315,3.5898,1.0154,4.6052,1.1577
2052,2981,3.5676,9.2375,5.6699,1.2210
2054,4387,3.5991,5.2283,1.6292,1.1568
2056,4114,3.4929,8.7228,12.2157,1.1240
2057,3014,3.5242,6.9389,10.4631,1.1338
2058,4382,3.5287,-0.0832,-3.6119,1.1543
2059,355,3.4756,0.9245,-2.5511,1.2056
2060,1434,3.8562,6.7881,2.9319,1.1700
2061,4563,3.7085,-1.8910,-5.5996,1.1669
2063,3770,3.6789,2.1166,5.7955,1.0969
2065,1733,3.4369,5.3827,1.9458,1.1373
2066,4268,3.6033,7.6107,4.0073,1.1503
2072,3463,3.4480,4.6537,8.1017,1.1468
2073,219,3.5748,3.5747,-0.0000,1.0928
2078,3035,3.4363,8.1368,4.7005,1.0717
2079,3461,3.5143,5.0029,8.5172,1.0716
2082,1608,3.4817,10.0450,6.5633,1.1414
2088,2126,3.7548,-1.7673,-5.5221,1.1700
2089,2947,3.5436,3.9471,0.4035,1.2028
2091,4285,3.9054,6.6187,10.5241,1.1331
2092,1156,3.4374,6.2707,2.8333,1.1083
2095,78,3.6013,4.9801,1.3788,1.1565
2100,2385,3.4912,6.4869,2.9957,1.0975
2103,164,3.4511,6.6292,3.1780,1.1369
2104,3146,3.4365,-0.9942,2.4423,1.0910
2105,4151,3.4813,4.1256,7.6069,1.1205
2109,1345,3.4636,5.6722,2.2086,1.1031
2112,4632,3.4361,4.3880,7.8241,1.1546
2114,2711,3.7761,7.7539,11.5300,1.1138
2118,1437,3.5039,6.8117,10.3156,1.1666
2119,1065,3.6500,4.7486,1.0986,1.1120
2120,1104,3.5143,5.2893,1.7750,1.1452
2121,2963,3.6545,8.6956,12.3502,1.1429
2122,2551,3.4545,5.7254,9.1799,1.1163
2123,765,3.5086,3.3583,6.8669,1.1195
2126,1447,3.5502,6.8632,10.4134,1.1319
2127,4148,3.5092,5.6446,9.1538,1.1223
2134,4147,3.4646,4.1064,0.6419,1.0772
2137,299,3.5134,8.6414,12.1548,1.1104
2141,3989,3.6321,-1.0671,2.5650,1.1738
2144,4605,3.5225,1.6254,-1.8971,1.1200
2145,166,3.8286,7.9074,11.7360,1.2400
2146,4270,4.0301,4.3690,8.3991,1.1191
2150,3418,3.6448,5.9067,2.2619,1.1483
2152,4556,3.5679,-1.3797,-4.9477,1.1226
2154,899,3.5134,2.6177,6.1312,1.0933
2156,2354,3.7012,6.6681,10.3693,1.1712
2163,1750,3.4486,4.8349,1.3863,1.1346
2164,4256,3.4968,5.3570,8.8537,1.1326
2173,2919,3.4896,8.2544,11.7440,1.1565
2191,3731,3.5726,1.4011,-2.1716,1.1549
2193,656,3.4732,2.7800,-0.6932,1.1362
2197,4558,3.4796,6.6071,10.0867,1.1327
2199,930,3.4360,-0.0706,-3.5066,1.0892
2201,3331,3.8516,1.5490,-2.3026,1.1336
2203,1711,3.4877,4.7010,8.1887,1.1226
2206,3126,3.6323,8.2373,4.6050,1.1593
2211,2791,3.7083,0.8950,-2.8133,1.1189
2231,1114,4.0773,8.2241,12.3014,1.1543
2232,2875,3.6111,2.3803,5.9913,1.1851
2235,2768,3.6952,1.3549,-2.3403,1.1247
2236,762,3.4453,7.3860,3.9407,1.1193
2242,465,3.4358,8.7703,12.2061,1.1092
2246,3346,3.5122,3.5122,0.0000,1.1476
2255,3380,3.5533,6.0625,9.6158,1.1045
2258,4421,3.4590,0.1993,-3.2598,1.1311
2260,2335,3.7609,4.6554,8.4163,1.0349
2261,21,3.5553,6.4001,2.8448,1.1696
2264,446,3.4639,1.1613,-2.3026,1.1798
2265,1480,3.4376,6.9146,10.3522,1.1046
2271,3855,3.5252,-1.4805,-5.0057,1.1369
2275,3772,3.4557,5.5315,8.9872,1.1355
2281,1455,3.4900,6.4062,2.9162,1.1166
2282,4497,3.4384,6.0197,2.5813,1.1129
2283,2177,3.6019,-1.8557,-5.4576,1.1442
2284,1539,3.4719,6.9684,3.4965,1.1407
2285,1950,3.5165,-3.7594,-7.2759,1.1086
2303,3230,3.5449,5.7242,9.2691,1.1035
2308,2323,3.6001,5.2035,1.6034,1.1342
2329,222,3.3055,3.6056,0.3001,1.0820
2330,4513,3.2725,0.9679,-2.3046,1.1065
2331,1268,3.2435,4.5229,7.7664,1.0756
2332,2240,3.3973,1.5443,4.9416,1.1232
2333,2238,3.4615,-1.3536,-4.8152,1.1083
2334,4283,3.2266,5.7353,8.9619,1.0649
2335,4258,3.2599,8.5583,5.2983,1.0422
2336,648,3.1320,7.7371,4.6052,1.1082
2337,4014,3.2752,0.0852,3.3604,1.1391
2338,307,3.2318,8.6176,11.8494,1.1360
2339,2488,3.3125,4.6209,1.3083,1.1620
2341,1453,3.1683,7.2360,10.4043,1.1281
2342,2457,3.2593,0.8798,-2.3795,1.1296
2343,3924,3.2507,8.1633,4.9127,1.1027
2344,2471,3.2408,6.2709,3.0301,1.0857
2345,188,3.2002,7.9073,11.1075,1.0615
2346,955,3.2252,5.2839,8.5092,1.1140
2347,2887,3.1529,7.2287,4.0758,1.0986
2348,1342,3.4607,6.6659,10.1266,1.1176
2349,2958,3.2588,-0.0745,3.1843,1.1471
2350,3975,3.3382,5.1588,8.4970,1.1207
2351,2573,3.5667,8.0596,11.6263,1.1175
2352,4609,3.2934,0.9442,4.2376,1.0938
2353,771,3.2715,8.4646,11.7361,1.1525
2354,2041,3.4658,0.3422,-3.1236,1.0725
2355,1978,3.1681,1.3317,4.4998,1.0801
2356,3033,3.1819,5.1121,8.2941,1.0992
2357,2078,3.3101,6.3062,2.9961,1.1141
2359,2428,3.1971,4.0823,7.2793,1.0873
2360,4073,3.3404,-1.9392,1.4012,1.1120
2361,4318,3.1847,2.6049,-0.5798,1.0794
2362,2722,3.1592,3.0779,6.2371,1.0964
2364,1091,3.2419,6.9240,10.1659,1.0654
2365,1303,3.1434,3.2017,0.0583,1.0869
2366,2145,4.2380,-1.3623,-5.6003,1.1486
2367,2646,3.4048,9.1377,12.5425,1.1052
2368,861,3.3617,6.2983,2.9365,1.0762
2369,2432,4.0311,-0.7702,-4.8013,1.1257
2370,1288,3.5671,8.6390,12.2061,1.1026
2371,4614,3.1083,3.6961,0.5878,1.0968
2372,2103,3.3389,6.3871,3.0482,1.0845
2373,1068,3.1802,6.3456,3.1655,1.0913
2374,4332,3.4469,7.6380,4.1912,1.1365
2375,3791,3.2206,2.8639,-0.3567,1.1176
2376,3450,3.6696,6.0476,9.7172,1.1196
2378,4206,3.1901,5.2819,2.0919,1.0997
2379,841,3.2561,7.8711,11.1273,1.0873
2380,385,3.2912,5.1863,1.8952,1.0071
2381,479,3.2114,8.8893,12.1007,1.0874
2382,135,3.1970,7.1317,10.3288,1.0784
2383,2739,3.2172,2.0778,-1.1394,1.0370
2385,487,3.2134,4.4074,1.1940,1.0962
2386,3235,3.2310,3.2673,6.4983,1.0423
2387,2178,3.3459,6.3163,2.9704,1.1257
2388,1116,3.2963,9.1330,12.4292,1.0989
2389,2914,3.1271,6.4409,9.5680,1.0933
2391,562,3.3667,5.5813,8.9480,1.0582
2392,792,3.2664,3.2664,0.0000,1.1126
2393,2749,3.3688,4.4344,7.8031,1.0572
2395,3891,3.1693,3.3763,0.2070,1.0884
2396,2930,3.2313,0.5529,3.7842,1.0931
2397,2973,3.1442,-2.6136,0.5306,1.0721
2398,291,3.3284,8.0288,4.7005,1.1211
2399,3512,3.2894,2.9272,6.2166,1.1283
2400,2272,3.7898,-0.3026,-4.0923,1.0063
2401,3581,3.4101,6.0854,9.4955,1.0587
2402,1005,3.7319,-2.9688,-6.7007,1.1092
2404,2137,3.1664,4.9855,8.1519,1.0733
2405,2764,3.1627,10.6528,13.8155,1.1031
2406,1239,3.2744,2.4686,5.7430,1.0715
2407,3841,3.4434,4.8124,8.2558,1.0650
2408,4429,3.1410,2.4463,5.5873,0.9881
2409,3556,3.1773,1.2331,4.4104,1.0141
2410,137,3.3173,8.1048,4.7875,1.0584
2411,4101,3.2588,4.3574,1.0986,1.1199
2412,1964,3.2895,7.3805,4.0910,1.0779
2413,1601,3.3044,6.4722,9.7765,1.0791
2414,989,3.1910,3.4534,0.2623,1.1764
2415,839,3.2485,1.4520,4.7005,1.0701
2418,4032,3.3000,7.9539,4.6540,1.0652
2419,2700,3.1922,4.2218,1.0296,1.0807
2420,321,3.1137,5.5485,8.6622,1.0591
2421,301,3.2465,8.1881,4.9416,1.0469
2423,1387,3.0939,2.0991,5.1930,1.0212
2426,4352,3.2805,1.1602,-2.1203,1.0771
2428,1738,3.2935,5.1100,1.8164,1.0907
2429,1897,3.2346,5.4830,8.7177,1.0808
2430,3514,3.2156,5.5281,2.3125,1.0597
2432,3267,3.2864,6.1063,9.3927,1.0575
2433,1388,3.1211,6.6770,9.7981,1.1006
2434,1894,3.0953,4.4845,1.3892,1.0833
2435,1836,3.2623,6.6022,3.3399,1.1296
2438,4385,3.1011,5.6083,2.5072,1.1332
2440,3500,3.2189,-1.3863,-4.6052,1.0649
2441,3889,3.0998,3.8883,0.7885,1.0773
2444,2709,3.0986,4.4080,7.5066,1.0621
2448,2450,3.1088,0.4637,-2.6451,1.0896
2451,4357,3.3132,-2.3418,-5.6550,1.1398
2453,3275,3.1151,7.2094,4.0943,1.0795
2455,2803,3.1222,7.7968,4.6746,1.0758
2456,3191,3.1448,4.7543,1.6094,1.1233
2457,528,3.1660,8.6976,11.8636,1.0597
2458,3106,3.1164,4.9727,1.8563,1.0807
2459,2718,3.1429,1.4279,-1.7149,1.0721
2462,352,3.1214,5.8361,2.7147,1.0615
2463,893,3.1325,0.4733,-2.6592,1.1041
2465,2292,3.2096,4.1682,7.3778,1.0786
2468,4388,3.0886,-0.5300,-3.6186,1.0645
2470,3585,3.1154,9.1299,12.2453,1.0829
2472,1995,3.2746,1.6650,-1.6096,1.0697
2473,4624,3.1088,6.5098,3.4011,1.0320
2475,214,3.4846,-0.3322,-3.8168,1.0749
2477,1306,3.1860,9.0201,12.2061,1.0597
2480,2648,3.0906,4.5257,1.4351,1.0564
2481,366,3.1587,8.3543,11.5129,1.0925
2482,3873,3.1244,-2.3971,-5.5215,1.0767
2485,4561,3.1454,3.2056,6.3510,1.0385
2487,4507,3.3292,7.7529,11.0821,1.0182
2488,1302,3.3487,5.1734,8.5220,1.0735
2489,2831,3.1335,2.8579,5.9915,1.0393
2491,857,3.1798,5.3493,2.1695,1.0875
2492,2944,3.2210,7.8269,4.6059,1.0239
2494,4511,3.1676,2.3466,-0.8210,1.0832
2496,4446,3.3976,5.1195,8.5172,1.0374
2497,1890,3.1540,3.8934,7.0474,1.0630
2499,207,3.5543,4.1600,7.7142,1.0857
2501,698,3.2195,2.4843,5.7038,1.0848
2505,791,3.1543,3.0603,6.2146,1.0892
2508,1903,3.1280,-0.0908,-3.2189,1.0679
2509,3548,3.1047,10.5943,13.6990,1.0387
2511,3844,3.2409,5.0177,1.7768,1.1267
2513,1305,3.1507,5.7558,8.9066,1.0956
2517,2730,3.3251,1.6800,-1.6451,1.0839
2518,3098,3.1626,5.2492,8.4118,1.1196
2519,3218,3.2955,1.6810,-1.6144,1.0013
2520,1782,3.2464,7.8802,4.6338,1.0429
2522,3234,3.1283,1.9243,-1.2041,1.0353
2523,1209,3.0964,8.8009,5.7046,1.0483
2524,3740,3.2814,-0.2251,-3.5066,1.0850
2525,2860,3.2757,5.2479,8.5237,1.1046
2531,1938,3.1250,7.1839,10.3090,1.0177
2537,1798,3.1406,6.3980,9.5387,1.0923
2539,1075,3.3073,4.9088,8.2161,1.0979
2540,1182,3.2127,5.3046,8.5173,0.9939
2544,322,3.2775,4.5703,7.8478,1.0302
2545,3298,3.1069,5.6302,8.7372,1.0589
2546,1190,3.1585,7.1571,10.3156,1.0390
2550,54,3.1528,7.2472,4.0943,1.0535
2553,3879,3.2287,7.3679,10.5966,1.0321
2554,2176,3.2418,7.7416,4.4998,1.0697
2562,390,3.1869,6.1313,2.9444,1.0312
2563,1414,3.2232,4.4265,7.6497,1.0104
2564,2541,3.1370,8.1067,11.2437,1.0731
2567,3202,3.1017,5.0386,8.1403,0.9761
2568,4565,3.1609,3.4232,0.2624,1.0359
2569,3705,3.0934,5.0394,1.9459,1.0408
2570,3250,3.1632,6.8888,3.7257,1.0568
2574,3566,3.9176,-1.2854,-5.2030,1.0351
2578,3849,3.2671,5.3083,8.5755,1.0051
2581,118,3.3467,10.1121,13.4588,1.0988
2582,1495,3.3744,4.4497,7.8240,1.0973
2588,3039,3.1053,4.2378,7.3431,1.1014
2591,1982,3.1776,-0.1748,-3.3524,1.0500
2592,2474,3.2357,3.7674,7.0031,1.0395
2597,4625,3.2239,5.7088,2.4849,1.0968
2601,4021,3.3173,4.5650,7.8823,0.9950
2606,4169,3.2139,7.3491,4.1352,1.0589
2608,3721,4.2617,-1.1200,-5.3817,1.0965
2609,2194,3.1815,1.6491,-1.5325,1.0134
2612,3137,3.2128,6.2086,2.9957,1.0681
2614,4072,3.1806,2.2643,-0.9163,1.0892
2616,2781,3.3692,3.2749,-0.0943,1.0169
2628,1115,3.1502,8.4562,11.6063,1.0548
2633,2546,3.0949,7.0075,10.1023,0.9971
2636,2166,3.2831,2.4207,5.7038,1.0546
2637,1732,3.1373,3.7790,0.6417,1.0291
2641,4205,3.1202,7.9077,4.7875,1.0646
2642,3880,3.2763,8.0212,4.7449,1.0675
2650,2234,3.1550,3.7428,0.5878,1.0245
2652,2152,3.8881,0.6816,-3.2064,1.0632
2653,263,3.0905,7.3138,10.4043,1.0612
2655,2691,3.2608,8.4703,5.2095,1.0210
2661,2463,3.1732,2.0337,-1.1396,1.1001
2666,3395,3.0912,3.3572,6.4483,1.0822
2672,2384,3.2392,10.1190,13.3582,1.0397
2673,4512,3.1875,4.2969,7.4844,1.0139
2675,4499,3.2633,7.1530,10.4163,1.0321
2690,1439,3.1492,4.9823,8.1315,1.0898
2711,880,3.2097,0.9070,-2.3027,1.0068
2712,305,2.9610,5.1902,8.1511,1.0898
2713,221,3.0558,5.0754,8.1312,1.0310
2714,3080,3.0101,-1.9236,-4.9337,1.0864
2715,2278,3.0019,6.8731,3.8712,1.0076
2716,3288,2.8003,5.7448,2.9444,0.9686
2717,186,3.1635,7.7696,10.9331,0.9684
2718,2921,2.9070,4.1540,1.2470,1.0500
2719,860,2.8397,4.0681,6.9078,1.0556
2720,2660,2.9162,-2.0174,-4.9337,1.0370
2721,3236,3.2417,-2.2480,-5.4897,1.0243
2722,2186,3.1863,1.0322,-2.1542,1.0235
2723,3833,2.9320,-0.0637,-2.9957,1.0444
2724,258,2.9374,8.6073,5.6699,1.0778
2725,4041,2.8944,1.2998,-1.5945,1.0308
2726,4208,2.8580,3.3287,0.4707,1.0372
2727,4225,2.9633,-1.6325,-4.5959,1.0167
2728,2062,2.9227,3.8228,0.9002,0.9598
2729,2208,2.9832,-1.3737,1.6094,1.0398
2730,2191,2.9670,5.3518,8.3187,0.9934
2731,2396,3.1286,0.8458,-2.2828,1.0060
2732,3490,2.9711,6.9395,3.9684,0.9901
2733,3550,2.9248,2.0167,4.9415,1.0228
2734,2220,2.9205,4.5695,7.4900,1.0595
2735,3119,2.9704,-1.4693,-4.4397,1.0252
2736,2446,2.8754,1.9592,-0.9162,1.0306
2737,4286,2.8052,7.1910,4.3858,0.9949
2738,722,3.1395,2.3185,-0.8210,1.0677
2739,100,2.8958,6.2809,9.1768,1.0357
2740,3345,2.9321,7.2088,4.2767,0.9880
2741,2882,2.9739,4.4163,7.3902,1.0232
2742,2550,2.9894,6.6783,3.6889,0.9887
2743,3114,2.8467,6.6534,3.8067,1.0308
2744,39,2.8708,6.5785,9.4494,1.0765
2745,157,2.8806,6.7680,9.6486,1.0063
2746,1177,2.7829,2.0898,-0.6932,0.9722
2747,3201,2.9442,3.7404,6.6846,1.0213
2748,4,3.0269,3.2469,6.2738,1.0538
2749,3894,2.9710,7.4484,4.4773,1.0012
2750,1010,3.0583,3.0640,0.0057,1.0244
2751,4017,3.1083,4.5222,7.6305,1.0210
2752,1237,2.8765,6.8838,4.0073,1.0061
2753,2558,2.7820,6.5767,3.7947,0.9724
2754,2916,2.8764,7.3072,4.4308,1.0595
2755,3908,2.9415,6.2374,3.2958,1.0166
2756,253,2.9657,3.3128,6.2786,1.0033
2757,2376,2.8881,4.8036,7.6917,0.9956
2758,2473,2.8749,9.0895,6.2146,1.0389
2759,3840,2.9742,1.0114,3.9857,1.0143
2760,2030,2.8961,4.2098,1.3137,1.0054
2762,545,2.9421,4.8899,7.8320,0.9784
2763,3642,2.9503,3.2939,0.3436,1.0676
2764,268,2.8622,5.5432,2.6810,1.0139
2765,4470,2.8313,1.2707,-1.5607,1.0334
2766,843,2.8914,-0.2482,-3.1396,0.9678
2767,4630,2.9317,9.2106,6.2790,1.0338
2768,4214,2.9413,5.5012,8.4425,1.0068
2769,3398,2.9634,7.7341,4.7707,1.0218
2770,4257,2.9220,3.5098,0.5878,1.0187
2771,2444,2.9309,7.1650,4.2341,1.0048
2772,3693,3.0435,-2.1778,-5.2214,1.0252
2773,1403,2.9512,1.4816,-1.4697,1.0066
2775,1548,2.9144,2.8877,5.8021,0.9924
2776,1017,2.9392,8.4684,11.4076,0.9773
